     TSINCE (MIN)         LAT(DEG)        LON (DEG)          HT (KM)           X (KM)           Y (KM)           Z (KM)


 b'1 52191U 22033AL  22256.49821493 +.00010438  00000 0  45470-3 0 0999'
 b'2 52191  97.3911 336.4109 0011709  47.9955 312.2276 15.2232817402506'

 26554.49821493

 26554.49821493
    322736.3538341       79.5872826       76.1515089      498.7745080    -1110.4339966      566.6672429     6741.9359116
    322736.3705008       79.6319055       75.8983056      498.7872685    -1103.2675717      569.0674894     6742.9171335
    322736.3871675       79.6763349       75.6429792      498.7999933    -1096.0997897      571.4670359     6743.8900374
    322736.4038341       79.7205682       75.3855116      498.8126823    -1088.9306593      573.8658793     6744.8546222
    322736.4205008       79.7646030       75.1258844      498.8253356    -1081.7601872      576.2640176     6745.8108871
    322736.4371675       79.8084367       74.8640799      498.8379530    -1074.5883867      578.6614463     6746.7588302
    322736.4538341       79.8520667       74.6000799      498.8505347    -1067.4152644      581.0581631     6747.6984507
    322736.4705008       79.8954903       74.3338663      498.8630804    -1060.2408290      583.4541652     6748.6297476
    322736.4871675       79.9387049       74.0654212      498.8755902    -1053.0650873      585.8494503     6749.5527201
    322736.5038341       79.9817078       73.7947268      498.8880641    -1045.8880524      588.2440140     6750.4673664
    322736.5205008       80.0244962       73.5217652      498.9005021    -1038.7097310      590.6378541     6751.3736857
    322736.5371675       80.0670674       73.2465187      498.9129040    -1031.5301320      593.0309676     6752.2716770
    322736.5538341       80.1094187       72.9689695      498.9252699    -1024.3492618      595.4233525     6753.1613395
    322736.5705008       80.1515471       72.6891002      498.9375997    -1017.1671340      597.8150041     6754.0426715
    322736.5871675       80.1934498       72.4068934      498.9498935    -1009.9837550      600.2059204     6754.9156723
    322736.6038341       80.2351239       72.1223318      498.9621511    -1002.7991336      602.5960985     6755.7803409
    322736.6205008       80.2765664       71.8353980      498.9743725     -995.6132766      604.9855360     6756.6366765
    322736.6371675       80.3177745       71.5460755      498.9865577     -988.4261972      607.3742286     6757.4846776
    322736.6538341       80.3587451       71.2543471      498.9987068     -981.2379019      609.7621741     6758.3243433
    322736.6705008       80.3994752       70.9601963      499.0108195     -974.0483998      612.1493696     6759.1556728
    322736.6871675       80.4399616       70.6636067      499.0228960     -966.8576974      614.5358129     6759.9786653
    322736.7038341       80.4802014       70.3645621      499.0349362     -959.6658080      616.9214995     6760.7933193
    322736.7205008       80.5201914       70.0630466      499.0469401     -952.4727381      619.3064273     6761.5996340
    322736.7371675       80.5599283       69.7590443      499.0589075     -945.2784968      621.6905933     6762.3976086
    322736.7538341       80.5994091       69.4525398      499.0708386     -938.0830905      624.0739954     6763.1872423
    322736.7705008       80.6386304       69.1435182      499.0827332     -930.8865327      626.4566292     6763.9685338
    322736.7871675       80.6775890       68.8319643      499.0945914     -923.6888299      628.8384924     6764.7414822
    322736.8038341       80.7162817       68.5178637      499.1064131     -916.4899887      631.2195828     6765.5060870
    322736.8205008       80.7547050       68.2012023      499.1181983     -909.2900226      633.5998962     6766.2623468
    322736.8371675       80.7928556       67.8819663      499.1299469     -902.0889381      635.9794302     6767.0102609
    322736.8538341       80.8307301       67.5601420      499.1416589     -894.8867441      638.3581820     6767.7498285
    322736.8705008       80.8683252       67.2357165      499.1533344     -887.6834471      640.7361493     6768.4810488
    322736.8871675       80.9056372       66.9086772      499.1649732     -880.4790606      643.1133278     6769.2039206
    322736.9038341       80.9426628       66.5790119      499.1765754     -873.2735912      645.4897154     6769.9184432
    322736.9205008       80.9793984       66.2467089      499.1881408     -866.0670478      647.8653090     6770.6246159
    322736.9371675       81.0158404       65.9117569      499.1996696     -858.8594369      650.2401065     6771.3224379
    322736.9538341       81.0519854       65.5741453      499.2111616     -851.6507719      652.6141035     6772.0119081
    322736.9705008       81.0878296       65.2338639      499.2226169     -844.4410595      654.9872978     6772.6930257
    322736.9871675       81.1233695       64.8909030      499.2340353     -837.2303085      657.3596865     6773.3657902
    322737.0038341       81.1586013       64.5452536      499.2454170     -830.0185255      659.7312675     6774.0302007
    322737.0205008       81.1935215       64.1969072      499.2567618     -822.8057240      662.1020364     6774.6862563
    322737.0371675       81.2281262       63.8458562      499.2680697     -815.5919105      664.4719908     6775.3339562
    322737.0538341       81.2624117       63.4920933      499.2793408     -808.3770940      666.8411281     6775.9732997
    322737.0705008       81.2963743       63.1356119      499.2905749     -801.1612810      669.2094459     6776.6042863
    322737.0871675       81.3300102       62.7764066      499.3017720     -793.9444849      671.5769400     6777.2269149
    322737.1038341       81.3633156       62.4144721      499.3129322     -786.7267124      673.9436081     6777.8411848
    322737.1205008       81.3962866       62.0498043      499.3240554     -779.5079723      676.3094473     6778.4470955
    322737.1371675       81.4289194       61.6823995      499.3351416     -772.2882713      678.6744554     6779.0446463
    322737.1538341       81.4612101       61.3122552      499.3461907     -765.0676228      681.0386282     6779.6338362
    322737.1705008       81.4931549       60.9393697      499.3572028     -757.8460334      683.4019633     6780.2146647
    322737.1871675       81.5247497       60.5637419      499.3681777     -750.6235119      685.7644580     6780.7871310
    322737.2038341       81.5559908       60.1853716      499.3791156     -743.4000650      688.1261100     6781.3512348
    322737.2205008       81.5868742       59.8042599      499.3900163     -736.1757062      690.4869150     6781.9069750
    322737.2371675       81.6173958       59.4204086      499.4008798     -728.9504420      692.8468707     6782.4543512
    322737.2538341       81.6475519       59.0338203      499.4117061     -721.7242813      695.2059744     6782.9933626
    322737.2705008       81.6773383       58.6444989      499.4224952     -714.4972307      697.5642239     6783.5240088
    322737.2871675       81.7067512       58.2524492      499.4332471     -707.2693038      699.9216147     6784.0462890
    322737.3038341       81.7357865       57.8576772      499.4439617     -700.0405071      702.2781447     6784.5602025
    322737.3205008       81.7644402       57.4601897      499.4546391     -692.8108494      704.6338111     6785.0657490
    322737.3371675       81.7927084       57.0599947      499.4652791     -685.5803375      706.9886116     6785.5629278
    322737.3538341       81.8205871       56.6571015      499.4758818     -678.3489847      709.3425419     6786.0517381
    322737.3705008       81.8480723       56.2515206      499.4864472     -671.1167978      711.6955999     6786.5321796
    322737.3871675       81.8751600       55.8432632      499.4969752     -663.8837855      714.0477827     6787.0042516
    322737.4038341       81.9018462       55.4323422      499.5074658     -656.6499545      716.3990880     6787.4679538
    322737.4205008       81.9281269       55.0187717      499.5179190     -649.4153183      718.7495116     6787.9232852
    322737.4371675       81.9539982       54.6025667      499.5283347     -642.1798834      721.0990513     6788.3702457
    322737.4538341       81.9794561       54.1837437      499.5387130     -634.9436566      723.4477049     6788.8088347
    322737.4705008       82.0044967       53.7623208      499.5490539     -627.7066512      725.7954681     6789.2390515
    322737.4871675       82.0291160       53.3383167      499.5593572     -620.4688739      728.1423388     6789.6608957
    322737.5038341       82.0533102       52.9117521      499.5696230     -613.2303336      730.4883140     6790.0743669
    322737.5205008       82.0770753       52.4826485      499.5798513     -605.9910369      732.8333917     6790.4794646
    322737.5371675       82.1004076       52.0510294      499.5900420     -598.7509973      735.1775673     6790.8761883
    322737.5538341       82.1233030       51.6169192      499.6001951     -591.5102214      737.5208390     6791.2645375
    322737.5705008       82.1457579       51.1803438      499.6103107     -584.2687182      739.8632036     6791.6445118
    322737.5871675       82.1677685       50.7413303      499.6203886     -577.0264942      742.2046592     6792.0161109
    322737.6038341       82.1893309       50.2999079      499.6304289     -569.7835628      744.5452013     6792.3793341
    322737.6205008       82.2104415       49.8561065      499.6404316     -562.5399308      746.8848278     6792.7341812
    322737.6371675       82.2310967       49.4099579      499.6503965     -555.2956071      749.2235359     6793.0806517
    322737.6538341       82.2512927       48.9614948      499.6603238     -548.0505983      751.5613234     6793.4187453
    322737.6705008       82.2710259       48.5107522      499.6702134     -540.8049178      753.8981859     6793.7484615
    322737.6871675       82.2902929       48.0577659      499.6800652     -533.5585723      756.2341214     6794.0698000
    322737.7038341       82.3090902       47.6025733      499.6898793     -526.3115707      758.5691269     6794.3827605
    322737.7205008       82.3274142       47.1452130      499.6996557     -519.0639196      760.9032004     6794.6873425
    322737.7371675       82.3452616       46.6857258      499.7093942     -511.8156325      763.2363374     6794.9835458
    322737.7538341       82.3626291       46.2241532      499.7190950     -504.5667161      765.5685359     6795.2713699
    322737.7705008       82.3795133       45.7605385      499.7287580     -497.3171793      767.8997930     6795.5508146
    322737.7871675       82.3959112       45.2949261      499.7383831     -490.0670286      770.2301066     6795.8218797
    322737.8038341       82.4118194       44.8273623      499.7479704     -482.8162776      772.5594723     6796.0845647
    322737.8205008       82.4272350       44.3578946      499.7575198     -475.5649330      774.8878881     6796.3388693
    322737.8371675       82.4421549       43.8865716      499.7670313     -468.3130035      777.2153509     6796.5847934
    322737.8538341       82.4565762       43.4134434      499.7765050     -461.0604960      779.5418588     6796.8223366
    322737.8705008       82.4704960       42.9385620      499.7859407     -453.8074238      781.8674075     6797.0514986
    322737.8871675       82.4839116       42.4619799      499.7953385     -446.5537936      784.1919947     6797.2722793
    322737.9038341       82.4968203       41.9837515      499.8046984     -439.2996143      786.5156176     6797.4846784
    322737.9205008       82.5092194       41.5039318      499.8140203     -432.0448925      788.8382741     6797.6886956
    322737.9371675       82.5211064       41.0225781      499.8233042     -424.7896418      791.1599600     6797.8843308
    322737.9538341       82.5324789       40.5397479      499.8325502     -417.5338688      793.4806730     6798.0715836
    322737.9705008       82.5433345       40.0555004      499.8417581     -410.2775824      795.8004103     6798.2504540
    322737.9871675       82.5536710       39.5698956      499.8509280     -403.0207892      798.1191698     6798.4209418
    322738.0038341       82.5634861       39.0829951      499.8600599     -395.7635028      800.4369472     6798.5830467
    322738.0205008       82.5727780       38.5948612      499.8691538     -388.5057297      802.7537404     6798.7367686
    322738.0371675       82.5815445       38.1055571      499.8782096     -381.2474790      805.0695466     6798.8821074
    322738.0538341       82.5897838       37.6151472      499.8872273     -373.9887572      807.3843635     6799.0190628
    322738.0705008       82.5974942       37.1236970      499.8962070     -366.7295779      809.6981870     6799.1476348
    322738.0871675       82.6046740       36.6312725      499.9051485     -359.4699476      812.0110149     6799.2678232
    322738.1038341       82.6113217       36.1379406      499.9140520     -352.2098731      814.3228451     6799.3796280
    322738.1205008       82.6174359       35.6437692      499.9229173     -344.9493678      816.6336733     6799.4830489
    322738.1371675       82.6230152       35.1488268      499.9317445     -337.6884383      818.9434973     6799.5780860
    322738.1538341       82.6280583       34.6531825      499.9405335     -330.4270937      821.2523145     6799.6647391
    322738.1705008       82.6325643       34.1569058      499.9492844     -323.1653405      823.5601226     6799.7430081
    322738.1871675       82.6365322       33.6600674      499.9579971     -315.9031923      825.8669173     6799.8128930
    322738.2038341       82.6399610       33.1627379      499.9666716     -308.6406556      828.1726966     6799.8743938
    322738.2205008       82.6428500       32.6649885      499.9753079     -301.3777395      830.4774576     6799.9275103
    322738.2371675       82.6451986       32.1668906      499.9839060     -294.1144505      832.7811983     6799.9722426
    322738.2538341       82.6470063       31.6685166      499.9924660     -286.8508022      835.0839143     6800.0085907
    322738.2705008       82.6482727       31.1699382      500.0009876     -279.5868013      837.3856035     6800.0365544
    322738.2871675       82.6489974       30.6712279      500.0094711     -272.3224566      839.6862631     6800.0561339
    322738.3038341       82.6491805       30.1724579      500.0179163     -265.0577747      841.9858911     6800.0673291
    322738.3205008       82.6488217       29.6737011      500.0263232     -257.7927693      844.2844830     6800.0701400
    322738.3371675       82.6479212       29.1750296      500.0346919     -250.5274469      846.5820370     6800.0645667
    322738.3538341       82.6464792       28.6765161      500.0430222     -243.2618165      848.8785500     6800.0506091
    322738.3705008       82.6444961       28.1782324      500.0513143     -235.9958848      851.1740201     6800.0282675
    322738.3871675       82.6419722       27.6802511      500.0595681     -228.7296652      853.4684429     6799.9975417
    322738.4038341       82.6389081       27.1826437      500.0677836     -221.4631643      855.7618164     6799.9584319
    322738.4205008       82.6353045       26.6854818      500.0759608     -214.1963912      858.0541377     6799.9109382
    322738.4371675       82.6311622       26.1888361      500.0840997     -206.9293525      860.3454048     6799.8550606
    322738.4538341       82.6264822       25.6927777      500.0922002     -199.6620616      862.6356134     6799.7907993
    322738.4705008       82.6212653       25.1973765      500.1002624     -192.3945253      864.9247614     6799.7181543
    322738.4871675       82.6155128       24.7027021      500.1082862     -185.1267524      867.2128460     6799.6371258
    322738.5038341       82.6092260       24.2088231      500.1162717     -177.8587496      869.4998651     6799.5477139
    322738.5205008       82.6024062       23.7158082      500.1242188     -170.5905305      871.7858145     6799.4499187
    322738.5371675       82.5950548       23.2237246      500.1321275     -163.3221016      874.0706921     6799.3437404
    322738.5538341       82.5871734       22.7326391      500.1399979     -156.0534720      876.3544950     6799.2291792
    322738.5705008       82.5787639       22.2426173      500.1478299     -148.7846482      878.6372212     6799.1062352
    322738.5871675       82.5698278       21.7537246      500.1556234     -141.5156438      880.9188664     6798.9749086
    322738.6038341       82.5603672       21.2660247      500.1633786     -134.2464653      883.1994286     6798.8351996
    322738.6205008       82.5503841       20.7795807      500.1710954     -126.9771219      885.4789050     6798.6871084
    322738.6371675       82.5398804       20.2944545      500.1787737     -119.7076201      887.7572935     6798.5306352
    322738.6538341       82.5288586       19.8107072      500.1864137     -112.4379734      890.0345898     6798.3657802
    322738.6705008       82.5173207       19.3283985      500.1940152     -105.1681884      892.3107918     6798.1925437
    322738.6871675       82.5052693       18.8475871      500.2015783      -97.8982742      894.5858969     6798.0109259
    322738.7038341       82.4927068       18.3683303      500.2091029      -90.6282373      896.8599028     6797.8209271
    322738.7205008       82.4796357       17.8906845      500.2165891      -83.3580913      899.1328054     6797.6225474
    322738.7371675       82.4660587       17.4147048      500.2240369      -76.0878428      901.4046027     6797.4157873
    322738.7538341       82.4519786       16.9404445      500.2314462      -68.8174985      903.6752924     6797.2006469
    322738.7705008       82.4373982       16.4679565      500.2388171      -61.5470719      905.9448704     6796.9771267
    322738.7871675       82.4223202       15.9972916      500.2461495      -54.2765696      908.2133347     6796.7452268
    322738.8038341       82.4067478       15.5284995      500.2534434      -47.0060006      910.4806825     6796.5049476
    322738.8205008       82.3906840       15.0616284      500.2606989      -39.7353715      912.7469116     6796.2562893
    322738.8371675       82.3741317       14.5967256      500.2679158      -32.4646959      915.0120179     6795.9992525
    322738.8538341       82.3570944       14.1338365      500.2750944      -25.1939804      917.2759993     6795.7338374
    322738.8705008       82.3395751       13.6730052      500.2822344      -17.9232339      919.5388530     6795.4600443
    322738.8871675       82.3215771       13.2142742      500.2893359      -10.6524630      921.8005770     6795.1778735
    322738.9038341       82.3031039       12.7576850      500.2963990       -3.3816814      924.0611670     6794.8873256
    322738.9205008       82.2841588       12.3032774      500.3034236        3.8891044      926.3206210     6794.5884009
    322738.9371675       82.2647454       11.8510896      500.3104097       11.1598854      928.5789363     6794.2810997
    322738.9538341       82.2448671       11.4011585      500.3173573       18.4306550      930.8361107     6793.9654225
    322738.9705008       82.2245274       10.9535198      500.3242664       25.7013996      933.0921401     6793.6413697
    322738.9871675       82.2037301       10.5082073      500.3311370       32.9721126      935.3470224     6793.3089417
    322739.0038341       82.1824788       10.0652536      500.3379691       40.2427850      937.6007548     6792.9681390
    322739.0205008       82.1607771        9.6246896      500.3447627       47.5134103      939.8533353     6792.6189619
    322739.0371675       82.1386288        9.1865453      500.3515178       54.7839750      942.1047597     6792.2614111
    322739.0538341       82.1160376        8.7508489      500.3582344       62.0544722      944.3550259     6791.8954869
    322739.0705008       82.0930075        8.3176271      500.3649125       69.3248931      946.6041313     6791.5211898
    322739.0871675       82.0695420        7.8869053      500.3715521       76.5952311      948.8520736     6791.1385201
    322739.1038341       82.0456452        7.4587077      500.3781532       83.8654727      951.0988488     6790.7474787
    322739.1205008       82.0213210        7.0330569      500.3847158       91.1356112      953.3444548     6790.3480659
    322739.1371675       81.9965731        6.6099741      500.3912398       98.4056376      955.5888889     6789.9402822
    322739.1538341       81.9714056        6.1894793      500.3977254      105.6755454      957.8321489     6789.5241280
    322739.1705008       81.9458223        5.7715912      500.4041725      112.9453209      960.0742308     6789.0996042
    322739.1871675       81.9198272        5.3563271      500.4105811      120.2149576      962.3151325     6788.6667110
    322739.2038341       81.8934243        4.9437030      500.4169511      127.4844465      964.5548512     6788.2254492
    322739.2205008       81.8666175        4.5337336      500.4232827      134.7537810      966.7933848     6787.7758191
    322739.2371675       81.8394109        4.1264326      500.4295757      142.0229476      969.0307293     6787.3178216
    322739.2538341       81.8118084        3.7218121      500.4358303      149.2919396      971.2668826     6786.8514571
    322739.2705008       81.7838139        3.3198834      500.4420464      156.5607481      973.5018420     6786.3767262
    322739.2871675       81.7554316        2.9206562      500.4482239      163.8293663      975.7356053     6785.8936295
    322739.3038341       81.7266654        2.5241396      500.4543630      171.0977809      977.9681685     6785.4021678
    322739.3205008       81.6975192        2.1303410      500.4604636      178.3659852      980.1995295     6784.9023415
    322739.3371675       81.6679971        1.7392671      500.4665257      185.6339702      982.4296856     6784.3941514
    322739.3538341       81.6381030        1.3509232      500.4725493      192.9017294      984.6586347     6783.8775980
    322739.3705008       81.6078410        0.9653141      500.4785344      200.1692491      986.8863727     6783.3526821
    322739.3871675       81.5772150        0.5824429      500.4844810      207.4365227      989.1128976     6782.8194044
    322739.4038341       81.5462288        0.2023120      500.4903892      214.7035436      991.3382073     6782.2777653
    322739.4205008       81.5148866      359.8249232      500.4962589      221.9702984      993.5622978     6781.7277659
    322739.4371675       81.4831922      359.4502769      500.5020901      229.2367803      995.7851669     6781.1694067
    322739.4538341       81.4511496      359.0783725      500.5078828      236.5029803      998.0068119     6780.6026884
    322739.4705008       81.4187625      358.7092089      500.5136371      243.7688920     1000.2272309     6780.0276115
    322739.4871675       81.3860350      358.3427840      500.5193529      251.0345017     1002.4464196     6779.4441772
    322739.5038341       81.3529709      357.9790949      500.5250303      258.2998029     1004.6643761     6778.8523860
    322739.5205008       81.3195741      357.6181377      500.5306692      265.5647865     1006.8810977     6778.2522387
    322739.5371675       81.2858482      357.2599078      500.5362697      272.8294460     1009.0965823     6777.6437358
    322739.5538341       81.2517973      356.9044002      500.5418317      280.0937678     1011.3108257     6777.0268785
    322739.5705008       81.2174250      356.5516087      500.5473553      287.3577454     1013.5238261     6776.4016675
    322739.5871675       81.1827351      356.2015265      500.5528405      294.6213697     1015.7355806     6775.7681033
    322739.6038341       81.1477313      355.8541463      500.5582872      301.8846341     1017.9460873     6775.1261868
    322739.6205008       81.1124173      355.5094602      500.5636955      309.1475252     1020.1553420     6774.4759191
    322739.6371675       81.0767969      355.1674595      500.5690654      316.4100363     1022.3633427     6773.8173008
    322739.6538341       81.0408737      354.8281348      500.5743969      323.6721585     1024.5700868     6773.1503328
    322739.6705008       81.0046513      354.4914763      500.5796900      330.9338851     1026.7755722     6772.4750156
    322739.6871675       80.9681333      354.1574739      500.5849448      338.1952026     1028.9797947     6771.7913507
    322739.7038341       80.9313232      353.8261164      500.5901611      345.4561044     1031.1827525     6771.0993386
    322739.7205008       80.8942247      353.4973925      500.5953390      352.7165817     1033.3844427     6770.3989801
    322739.7371675       80.8568412      353.1712902      500.6004786      359.9766276     1035.5848635     6769.6902761
    322739.7538341       80.8191762      352.8477973      500.6055798      367.2362288     1037.7840106     6768.9732277
    322739.7705008       80.7812332      352.5269011      500.6106427      374.4953786     1039.9818821     6768.2478358
    322739.7871675       80.7430156      352.2085883      500.6156672      381.7540681     1042.1784753     6767.5141011
    322739.8038341       80.7045267      351.8928451      500.6206534      389.0122906     1044.3737881     6766.7720245
    322739.8205008       80.6657699      351.5796580      500.6256012      396.2700326     1046.5678166     6766.0216072
    322739.8371675       80.6267486      351.2690123      500.6305107      403.5272877     1048.7605587     6765.2628501
    322739.8538341       80.5874659      350.9608936      500.6353819      410.7840467     1050.9520117     6764.4957541
    322739.8705008       80.5479253      350.6552866      500.6402148      418.0403030     1053.1421736     6763.7203199
    322739.8871675       80.5081299      350.3521764      500.6450094      425.2960433     1055.3310403     6762.9365489
    322739.9038341       80.4680828      350.0515474      500.6497658      432.5512608     1057.5186099     6762.1444419
    322739.9205008       80.4277874      349.7533836      500.6544838      439.8059467     1059.7048796     6761.3440000
    322739.9371675       80.3872466      349.4576690      500.6591636      447.0600943     1061.8898476     6760.5352238
    322739.9538341       80.3464635      349.1643875      500.6638051      454.3136900     1064.0735096     6759.7181149
    322739.9705008       80.3054413      348.8735224      500.6684083      461.5667274     1066.2558637     6758.8926741
    322739.9871675       80.2641829      348.5850572      500.6729734      468.8191975     1068.4369073     6758.0589023
    322740.0038341       80.2226914      348.2989747      500.6775002      476.0710936     1070.6166383     6757.2168005
    322740.0205008       80.1809696      348.0152583      500.6819888      483.3224023     1072.7950527     6756.3663701
    322740.0371675       80.1390205      347.7338905      500.6864391      490.5731169     1074.9721485     6755.5076121
    322740.0538341       80.0968471      347.4548539      500.6908513      497.8232308     1077.1479237     6754.6405271
    322740.0705008       80.0544520      347.1781314      500.6952253      505.0727306     1079.3223743     6753.7651168
    322740.0871675       80.0118383      346.9037051      500.6995611      512.3216095     1081.4954983     6752.8813821
    322740.1038341       79.9690086      346.6315575      500.7038588      519.5698588     1083.6672930     6751.9893240
    322740.1205008       79.9259656      346.3616706      500.7081183      526.8174718     1085.8377564     6751.0889434
    322740.1371675       79.8827122      346.0940268      500.7123397      534.0644350     1088.0068846     6750.1802420
    322740.1538341       79.8392511      345.8286080      500.7165230      541.3107418     1090.1746755     6749.2632207
    322740.1705008       79.7955847      345.5653964      500.7206682      548.5563832     1092.3411265     6748.3378806
    322740.1871675       79.7517159      345.3043737      500.7247752      555.8013527     1094.5062356     6747.4042225
    322740.2038341       79.7076471      345.0455222      500.7288442      563.0456368     1096.6699987     6746.4622483
    322740.2205008       79.6633810      344.7888235      500.7328751      570.2892289     1098.8324139     6745.5119587
    322740.2371675       79.6189200      344.5342597      500.7368679      577.5321201     1100.9934786     6744.5533551
    322740.2538341       79.5742666      344.2818125      500.7408227      584.7743036     1103.1531908     6743.5864383
    322740.2705008       79.5294233      344.0314639      500.7447395      592.0157662     1105.3115464     6742.6112101
    322740.2871675       79.4843926      343.7831957      500.7486183      599.2565012     1107.4685435     6741.6276714
    322740.3038341       79.4391767      343.5369899      500.7524590      606.4964997     1109.6241794     6740.6358235
    322740.3205008       79.3937782      343.2928282      500.7562618      613.7357550     1111.7784523     6739.6356673
    322740.3371675       79.3481992      343.0506929      500.7600266      620.9742537     1113.9313580     6738.6272047
    322740.3538341       79.3024422      342.8105656      500.7637534      628.2119892     1116.0828946     6737.6104366
    322740.3705008       79.2565094      342.5724286      500.7674423      635.4489525     1118.2330594     6736.5853643
    322740.3871675       79.2104030      342.3362637      500.7710932      642.6851372     1120.3818506     6735.5519888
    322740.4038341       79.1641253      342.1020532      500.7747063      649.9205297     1122.5292641     6734.5103119
    322740.4205008       79.1176784      341.8697793      500.7782814      657.1551234     1124.6752979     6733.4603347
    322740.4371675       79.0710645      341.6394241      500.7818187      664.3889095     1126.8199495     6732.4020586
    322740.4538341       79.0242857      341.4109700      500.7853181      671.6218813     1128.9632168     6731.3354844
    322740.4705008       78.9773441      341.1843993      500.7887797      678.8540253     1131.1050959     6730.2606141
    322740.4871675       78.9302418      340.9596945      500.7922034      686.0853350     1133.2455848     6729.1774489
    322740.5038341       78.8829809      340.7368381      500.7955893      693.3158015     1135.3846809     6728.0859900
    322740.5205008       78.8355632      340.5158127      500.7989374      700.5454182     1137.5223823     6726.9862384
    322740.5371675       78.7879909      340.2966012      500.8022477      707.7741716     1139.6586849     6725.8781963
    322740.5538341       78.7402658      340.0791861      500.8055203      715.0020551     1141.7935869     6724.7618647
    322740.5705008       78.6923899      339.8635505      500.8087551      722.2290599     1143.9270856     6723.6372449
    322740.5871675       78.6443652      339.6496773      500.8119521      729.4551793     1146.0591790     6722.5043380
    322740.6038341       78.5961934      339.4375497      500.8151115      736.6804000     1148.1898632     6721.3631461
    322740.6205008       78.5478765      339.2271508      500.8182332      743.9047152     1150.3191363     6720.2136703
    322740.6371675       78.4994163      339.0184639      500.8213171      751.1281162     1152.4469956     6719.0559121
    322740.6538341       78.4508145      338.8114724      500.8243635      758.3505963     1154.5734393     6717.8898724
    322740.6705008       78.4020730      338.6061600      500.8273722      765.5721422     1156.6984632     6716.7155536
    322740.6871675       78.3531934      338.4025103      500.8303432      772.7927471     1158.8220656     6715.5329566
    322740.7038341       78.3041776      338.2005068      500.8332767      780.0124046     1160.9442444     6714.3420827
    322740.7205008       78.2550272      338.0001337      500.8361726      787.2311011     1163.0649958     6713.1429339
    322740.7371675       78.2057440      337.8013748      500.8390309      794.4488302     1165.1843178     6711.9355116
    322740.7538341       78.1563294      337.6042144      500.8418517      801.6655829     1167.3022077     6710.7198170
    322740.7705008       78.1067853      337.4086365      500.8446349      808.8813526     1169.4186637     6709.4958515
    322740.7871675       78.0571132      337.2146257      500.8473807      816.0961260     1171.5336818     6708.2636173
    322740.8038341       78.0073147      337.0221664      500.8500889      823.3098963     1173.6472602     6707.0231154
    322740.8205008       77.9573914      336.8312431      500.8527597      830.5226549     1175.7593961     6705.7743476
    322740.8371675       77.9073447      336.6418407      500.8553931      837.7343950     1177.8700877     6704.5173148
    322740.8538341       77.8571763      336.4539440      500.8579890      844.9451033     1179.9793310     6703.2520196
    322740.8705008       77.8068876      336.2675381      500.8605475      852.1547732     1182.0871242     6701.9784630
    322740.8871675       77.7564801      336.0826080      500.8630687      859.3633958     1184.1934647     6700.6966467
    322740.9038341       77.7059552      335.8991390      500.8655525      866.5709646     1186.2983504     6699.4065719
    322740.9205008       77.6553145      335.7171165      500.8679989      873.7774661     1188.4017775     6698.1082409
    322740.9371675       77.6045593      335.5365261      500.8704081      880.9828937     1190.5037442     6696.8016550
    322740.9538341       77.5536910      335.3573533      500.8727799      888.1872387     1192.6042477     6695.4868158
    322740.9705008       77.5027109      335.1795839      500.8751145      895.3904944     1194.7032862     6694.1637245
    322740.9871675       77.4516205      335.0032039      500.8774118      902.5926474     1196.8008559     6692.8323836
    322741.0038341       77.4004212      334.8281993      500.8796719      909.7936912     1198.8969547     6691.4927943
    322741.0205008       77.3491141      334.6545563      500.8818947      916.9936169     1200.9915801     6690.1449583
    322741.0371675       77.2977006      334.4822611      500.8840805      924.1924179     1203.0847302     6688.7888769
    322741.0538341       77.2461820      334.3113003      500.8862290      931.3900809     1205.1764011     6687.4245526
    322741.0705008       77.1945596      334.1416603      500.8883404      938.5865992     1207.2665909     6686.0519867
    322741.0871675       77.1428346      333.9733280      500.8904147      945.7819641     1209.3552970     6684.6711808
    322741.1038341       77.0910082      333.8062900      500.8924519      952.9761689     1211.4425175     6683.2821363
    322741.1205008       77.0390817      333.6405333      500.8944521      960.1692003     1213.5282486     6681.8848557
    322741.1371675       76.9870563      333.4760452      500.8964152      967.3610517     1215.6124883     6680.4793404
    322741.1538341       76.9349330      333.3128127      500.8983412      974.5517143     1217.6952342     6679.0655921
    322741.1705008       76.8827131      333.1508231      500.9002303      981.7411816     1219.7764842     6677.6436120
    322741.1871675       76.8303978      332.9900640      500.9020825      988.9294400     1221.8562345     6676.2134030
    322741.2038341       76.7779881      332.8305230      500.9038977      996.1164832     1223.9344832     6674.7749662
    322741.2205008       76.7254852      332.6721878      500.9056759     1003.3023021     1226.0112278     6673.3283036
    322741.2371675       76.6728902      332.5150462      500.9074173     1010.4868904     1228.0864664     6671.8734163
    322741.2538341       76.6202041      332.3590862      500.9091218     1017.6702346     1230.1601950     6670.4103072
    322741.2705008       76.5674280      332.2042959      500.9107895     1024.8523282     1232.2324120     6668.9389776
    322741.2871675       76.5145631      332.0506635      500.9124203     1032.0331623     1234.3031145     6667.4594294
    322741.3038341       76.4616102      331.8981774      500.9140144     1039.2127303     1236.3723009     6665.9716638
    322741.3205008       76.4085705      331.7468260      500.9155717     1046.3910191     1238.4399672     6664.4756837
    322741.3371675       76.3554449      331.5965980      500.9170923     1053.5680219     1240.5061116     6662.9714905
    322741.3538341       76.3022345      331.4474820      500.9185761     1060.7437300     1242.5707315     6661.4590861
