     TSINCE (MIN)         LAT(DEG)        LON (DEG)          HT (KM)           X (KM)           Y (KM)           Z (KM)


 b'1 52191U 22033AL  22256.49821493 +.00010438  00000 0  45470-3 0 0999'
 b'2 52191  97.3911 336.4109 0011709  47.9955 312.2276 15.2232817402506'

 26554.49821493

 26554.49821493
    322638.7871675       69.0545532      125.4357218      495.6548690    -2462.0878459       95.0133487     6397.0519856
    322638.8038341       69.1137570      125.3678908      495.6736758    -2455.3452808       97.4851002     6399.6100673
    322638.8205008       69.1729364      125.2997149      495.6924571    -2448.5996919       99.9567317     6402.1602456
    322638.8371675       69.2320913      125.2311912      495.7112127    -2441.8510853      102.4282408     6404.7025180
    322638.8538341       69.2912215      125.1623169      495.7299426    -2435.0994738      104.8996229     6407.2368799
    322638.8705008       69.3503267      125.0930892      495.7486466    -2428.3448634      107.3708759     6409.7633291
    322638.8871675       69.4094068      125.0235050      495.7673249    -2421.5872626      109.8419966     6412.2818624
    322638.9038341       69.4684615      124.9535615      495.7859771    -2414.8266775      112.3129828     6414.7924777
    322638.9205008       69.5274907      124.8832557      495.8046034    -2408.0631207      114.7838299     6417.2951702
    322638.9371675       69.5864941      124.8125847      495.8232036    -2401.2965985      117.2545356     6419.7899377
    322638.9538341       69.6454715      124.7415454      495.8417777    -2394.5271193      119.7250969     6422.2767773
    322638.9705008       69.7044227      124.6701348      495.8603255    -2387.7546891      122.1955115     6424.7556866
    322638.9871675       69.7633474      124.5983498      495.8788471    -2380.9793207      124.6657749     6427.2266611
    322639.0038341       69.8222455      124.5261872      495.8973423    -2374.2010203      127.1358847     6429.6896985
    322639.0205008       69.8811167      124.4536440      495.9158112    -2367.4197963      129.6058379     6432.1447959
    322639.0371675       69.9399608      124.3807169      495.9342535    -2360.6356549      132.0756323     6434.5919511
    322639.0538341       69.9987775      124.3074028      495.9526693    -2353.8486087      134.5452633     6437.0311596
    322639.0705008       70.0575667      124.2336983      495.9710585    -2347.0586640      137.0147285     6439.4624191
    322639.0871675       70.1163280      124.1596003      495.9894210    -2340.2658291      139.4840250     6441.8857267
    322639.1038341       70.1750612      124.0851053      496.0077568    -2333.4701104      141.9531506     6444.3010803
    322639.1205008       70.2337662      124.0102101      496.0260658    -2326.6715204      144.4221005     6446.7084754
    322639.1371675       70.2924426      123.9349113      496.0443479    -2319.8700654      146.8908725     6449.1079098
    322639.1538341       70.3510902      123.8592054      496.0626031    -2313.0657538      149.3594637     6451.4993806
    322639.1705008       70.4097088      123.7830889      496.0808312    -2306.2585920      151.8278717     6453.8828857
    322639.1871675       70.4682980      123.7065585      496.0990323    -2299.4485924      154.2960920     6456.2584206
    322639.2038341       70.5268577      123.6296105      496.1172063    -2292.6357615      156.7641222     6458.6259833
    322639.2205008       70.5853876      123.5522413      496.1353530    -2285.8201054      159.2319602     6460.9855716
    322639.2371675       70.6438874      123.4744475      496.1534725    -2279.0016370      161.6996013     6463.3371811
    322639.2538341       70.7023568      123.3962253      496.1715647    -2272.1803623      164.1670433     6465.6808099
    322639.2705008       70.7607956      123.3175710      496.1896294    -2265.3562900      166.6342832     6468.0164549
    322639.2871675       70.8192035      123.2384810      496.2076667    -2258.5294261      169.1013186     6470.3441141
    322639.3038341       70.8775802      123.1589514      496.2256765    -2251.6997836      171.5681450     6472.6637833
    322639.3205008       70.9359255      123.0789785      496.2436587    -2244.8673685      174.0347601     6474.9754603
    322639.3371675       70.9942391      122.9985583      496.2616132    -2238.0321894      176.5011610     6477.2791423
    322639.3538341       71.0525207      122.9176871      496.2795400    -2231.1942526      178.9673452     6479.5748273
    322639.3705008       71.1107699      122.8363609      496.2974390    -2224.3535707      181.4333084     6481.8625111
    322639.3871675       71.1689865      122.7545758      496.3153102    -2217.5101501      183.8990481     6484.1421915
    322639.4038341       71.2271703      122.6723276      496.3331535    -2210.6639993      186.3645613     6486.4138659
    322639.4205008       71.2853209      122.5896124      496.3509688    -2203.8151244      188.8298459     6488.6775321
    322639.4371675       71.3434379      122.5064260      496.3687561    -2196.9635383      191.2948972     6490.9331861
    322639.4538341       71.4015212      122.4227644      496.3865153    -2190.1092473      193.7597129     6493.1808257
    322639.4705008       71.4595703      122.3386233      496.4042463    -2183.2522598      196.2242901     6495.4204484
    322639.4871675       71.5175851      122.2539984      496.4219491    -2176.3925821      198.6886264     6497.6520520
    322639.5038341       71.5755650      122.1688856      496.4396236    -2169.5302271      201.1527173     6499.8756324
    322639.5205008       71.6335099      122.0832804      496.4572698    -2162.6652009      203.6165605     6502.0911877
    322639.5371675       71.6914195      121.9971785      496.4748875    -2155.7975122      206.0801530     6504.2987152
    322639.5538341       71.7492933      121.9105755      496.4924768    -2148.9271671      208.5434925     6506.4982128
    322639.5705008       71.8071310      121.8234669      496.5100376    -2142.0541785      211.0065746     6508.6896766
    322639.5871675       71.8649324      121.7358481      496.5275698    -2135.1785527      213.4693967     6510.8731046
    322639.6038341       71.9226970      121.6477147      496.5450733    -2128.3002982      215.9319561     6513.0484941
    322639.6205008       71.9804245      121.5590619      496.5625481    -2121.4194213      218.3942504     6515.2158432
    322639.6371675       72.0381146      121.4698851      496.5799941    -2114.5359348      220.8562750     6517.3751479
    322639.6538341       72.0957670      121.3801797      496.5974113    -2107.6498451      223.3180277     6519.5264062
    322639.6705008       72.1533811      121.2899407      496.6147996    -2100.7611606      225.7795054     6521.6696156
    322639.6871675       72.2109568      121.1991634      496.6321590    -2093.8698878      228.2407060     6523.8047741
    322639.7038341       72.2684936      121.1078429      496.6494893    -2086.9760393      230.7016247     6525.9318778
    322639.7205008       72.3259912      121.0159743      496.6667905    -2080.0796215      233.1622594     6528.0509248
    322639.7371675       72.3834491      120.9235525      496.6840626    -2073.1806430      235.6226071     6530.1619126
    322639.7538341       72.4408671      120.8305726      496.7013055    -2066.2791101      238.0826654     6532.2648391
    322639.7705008       72.4982446      120.7370294      496.7185192    -2059.3750357      240.5424299     6534.3597007
    322639.7871675       72.5555814      120.6429177      496.7357035    -2052.4684260      243.0018982     6536.4464953
    322639.8038341       72.6128770      120.5482324      496.7528585    -2045.5592896      245.4610673     6538.5252205
    322639.8205008       72.6701310      120.4529681      496.7699840    -2038.6476329      247.9199350     6540.5958744
    322639.8371675       72.7273430      120.3571196      496.7870800    -2031.7334687      250.3784968     6542.6584531
    322639.8538341       72.7845126      120.2606814      496.8041465    -2024.8168034      252.8367502     6544.7129549
    322639.8705008       72.8416395      120.1636481      496.8211834    -2017.8976433      255.2946932     6546.7593780
    322639.8871675       72.8987231      120.0660141      496.8381906    -2010.9760013      257.7523212     6548.7977184
    322639.9038341       72.9557630      119.9677740      496.8551680    -2004.0518838      260.2096318     6550.8279745
    322639.9205008       73.0127588      119.8689220      496.8721157    -1997.1252993      262.6666220     6552.8501437
    322639.9371675       73.0697102      119.7694524      496.8890336    -1990.1962542      265.1232897     6554.8642243
    322639.9538341       73.1266165      119.6693596      496.9059215    -1983.2647614      267.5796302     6556.8702125
    322639.9705008       73.1834774      119.5686376      496.9227795    -1976.3308272      270.0356413     6558.8681065
    322639.9871675       73.2402925      119.4672805      496.9396074    -1969.3944603      272.4913200     6560.8579040
    322640.0038341       73.2970612      119.3652825      496.9564053    -1962.4556669      274.9466641     6562.8396032
    322640.0205008       73.3537831      119.2626374      496.9731731    -1955.5144599      277.4016688     6564.8132003
    322640.0371675       73.4104577      119.1593391      496.9899107    -1948.5708459      279.8563321     6566.7786937
    322640.0538341       73.4670846      119.0553816      497.0066180    -1941.6248333      282.3106509     6568.7360809
    322640.0705008       73.5236633      118.9507585      497.0232951    -1934.6764285      284.7646229     6570.6853603
    322640.0871675       73.5801932      118.8454636      497.0399418    -1927.7256444      287.2182437     6572.6265282
    322640.1038341       73.6366739      118.7394904      497.0565580    -1920.7724875      289.6715108     6574.5595828
    322640.1205008       73.6931048      118.6328326      497.0731438    -1913.8169662      292.1244214     6576.4845219
    322640.1371675       73.7494855      118.5254835      497.0896991    -1906.8590871      294.5769731     6578.4013438
    322640.1538341       73.8058155      118.4174367      497.1062238    -1899.8988630      297.0291615     6580.3100448
    322640.1705008       73.8620942      118.3086854      497.1227179    -1892.9363004      299.4809842     6582.2106234
    322640.1871675       73.9183210      118.1992228      497.1391813    -1885.9714078      301.9324383     6584.1030772
    322640.2038341       73.9744956      118.0890422      497.1556139    -1879.0041916      304.3835215     6585.9874045
    322640.2205008       74.0306172      117.9781367      497.1720157    -1872.0346648      306.8342292     6587.8636018
    322640.2371675       74.0866854      117.8664993      497.1883867    -1865.0628337      309.2845593     6589.7316675
    322640.2538341       74.1426995      117.7541229      497.2047268    -1858.0887071      311.7345086     6591.5915993
    322640.2705008       74.1986591      117.6410003      497.2210359    -1851.1122913      314.1840750     6593.4433956
    322640.2871675       74.2545636      117.5271244      497.2373140    -1844.1335992      316.6332540     6595.2870529
    322640.3038341       74.3104123      117.4124879      497.2535611    -1837.1526374      319.0820431     6597.1225696
    322640.3205008       74.3662047      117.2970833      497.2697770    -1830.1694143      321.5304395     6598.9499435
    322640.3371675       74.4219402      117.1809033      497.2859617    -1823.1839364      323.9784410     6600.7691730
    322640.3538341       74.4776181      117.0639402      497.3021152    -1816.1962168      326.4260428     6602.5802547
    322640.3705008       74.5332380      116.9461864      497.3182374    -1809.2062618      328.8732429     6604.3831869
    322640.3871675       74.5887990      116.8276342      497.3343283    -1802.2140800      331.3200382     6606.1779676
    322640.4038341       74.6443007      116.7082758      497.3503878    -1795.2196779      333.7664265     6607.9645951
    322640.4205008       74.6997424      116.5881033      497.3664158    -1788.2230684      336.2124032     6609.7430662
    322640.4371675       74.7551234      116.4671087      497.3824124    -1781.2242581      338.6579660     6611.5133792
    322640.4538341       74.8104430      116.3452839      497.3983774    -1774.2232556      341.1031120     6613.2755319
    322640.4705008       74.8657007      116.2226206      497.4143108    -1767.2200672      343.5478390     6615.0295230
    322640.4871675       74.9208957      116.0991108      497.4302126    -1760.2147059      345.9921423     6616.7753490
    322640.5038341       74.9760274      115.9747461      497.4460826    -1753.2071784      348.4360198     6618.5130085
    322640.5205008       75.0310950      115.8495178      497.4619210    -1746.1974908      350.8794693     6620.2424999
    322640.5371675       75.0860979      115.7234176      497.4777275    -1739.1856564      353.3224861     6621.9638201
    322640.5538341       75.1410353      115.5964368      497.4935021    -1732.1716816      355.7650680     6623.6769674
    322640.5705008       75.1959065      115.4685666      497.5092448    -1725.1555749      358.2072121     6625.3819399
    322640.5871675       75.2507109      115.3397982      497.5249556    -1718.1373429      360.6489160     6627.0787359
    322640.6038341       75.3054476      115.2101226      497.5406344    -1711.1169986      363.0901753     6628.7673525
    322640.6205008       75.3601159      115.0795309      497.5562811    -1704.0945484      365.5309878     6630.4477881
    322640.6371675       75.4147150      114.9480139      497.5718957    -1697.0700010      367.9713504     6632.1200406
    322640.6538341       75.4692442      114.8155623      497.5874782    -1690.0433629      370.4112609     6633.7841086
    322640.6705008       75.5237027      114.6821668      497.6030284    -1683.0146471      372.8507147     6635.4399890
