     TSINCE (MIN)           X (KM)           Y (KM)           Z (KM)      XDOT (KM/S)       YDOT(KM/S)    ZDOT (KM/SEC)


 b'1 52191U 22033AL  22256.49821493 +.00010438  00000 0  45470-3 0 0999'
 b'2 52191  97.3911 336.4109 0011709  47.9955 312.2276 15.2232817402506'

 26554.49821493

 26554.49821493
    322638.8205008    -2448.5996919       99.9567317     6402.1602456        6.7470272        2.4715423        2.5462002
    322638.8371675    -2441.8510853      102.4282408     6404.7025180        6.7500385        2.4714176        2.5382921
    322638.8538341    -2435.0994738      104.8996229     6407.2368799        6.7530414        2.4712900        2.5303810
    322638.8705008    -2428.3448634      107.3708759     6409.7633291        6.7560360        2.4711592        2.5224667
    322638.8871675    -2421.5872626      109.8419966     6412.2818624        6.7590223        2.4710255        2.5145495
    322638.9038341    -2414.8266775      112.3129828     6414.7924777        6.7620003        2.4708887        2.5066291
    322638.9205008    -2408.0631207      114.7838299     6417.2951702        6.7649698        2.4707489        2.4987058
    322638.9371675    -2401.2965985      117.2545356     6419.7899377        6.7679311        2.4706060        2.4907794
    322638.9538341    -2394.5271193      119.7250969     6422.2767773        6.7708840        2.4704600        2.4828499
    322638.9705008    -2387.7546891      122.1955115     6424.7556866        6.7738285        2.4703111        2.4749175
    322638.9871675    -2380.9793207      124.6657749     6427.2266611        6.7767647        2.4701591        2.4669820
    322639.0038341    -2374.2010203      127.1358847     6429.6896985        6.7796925        2.4700040        2.4590436
    322639.0205008    -2367.4197963      129.6058379     6432.1447959        6.7826119        2.4698459        2.4511021
    322639.0371675    -2360.6356549      132.0756323     6434.5919511        6.7855230        2.4696848        2.4431577
    322639.0538341    -2353.8486087      134.5452633     6437.0311596        6.7884256        2.4695206        2.4352104
    322639.0705008    -2347.0586640      137.0147285     6439.4624191        6.7913199        2.4693534        2.4272600
    322639.0871675    -2340.2658291      139.4840250     6441.8857267        6.7942059        2.4691832        2.4193068
    322639.1038341    -2333.4701104      141.9531506     6444.3010803        6.7970834        2.4690099        2.4113506
    322639.1205008    -2326.6715204      144.4221005     6446.7084754        6.7999526        2.4688336        2.4033914
    322639.1371675    -2319.8700654      146.8908725     6449.1079098        6.8028133        2.4686542        2.3954294
    322639.1538341    -2313.0657538      149.3594637     6451.4993806        6.8056657        2.4684718        2.3874644
    322639.1705008    -2306.2585920      151.8278717     6453.8828857        6.8085097        2.4682864        2.3794966
    322639.1871675    -2299.4485924      154.2960920     6456.2584206        6.8113452        2.4680979        2.3715258
    322639.2038341    -2292.6357615      156.7641222     6458.6259833        6.8141724        2.4679064        2.3635522
    322639.2205008    -2285.8201054      159.2319602     6460.9855716        6.8169911        2.4677118        2.3555757
    322639.2371675    -2279.0016370      161.6996013     6463.3371811        6.8198015        2.4675142        2.3475964
    322639.2538341    -2272.1803623      164.1670433     6465.6808099        6.8226034        2.4673136        2.3396142
    322639.2705008    -2265.3562900      166.6342832     6468.0164549        6.8253969        2.4671099        2.3316292
    322639.2871675    -2258.5294261      169.1013186     6470.3441141        6.8281820        2.4669032        2.3236413
    322639.3038341    -2251.6997836      171.5681450     6472.6637833        6.8309586        2.4666935        2.3156507
    322639.3205008    -2244.8673685      174.0347601     6474.9754603        6.8337269        2.4664807        2.3076572
    322639.3371675    -2238.0321894      176.5011610     6477.2791423        6.8364867        2.4662649        2.2996609
    322639.3538341    -2231.1942526      178.9673452     6479.5748273        6.8392380        2.4660461        2.2916619
    322639.3705008    -2224.3535707      181.4333084     6481.8625111        6.8419810        2.4658242        2.2836600
    322639.3871675    -2217.5101501      183.8990481     6484.1421915        6.8447154        2.4655993        2.2756554
    322639.4038341    -2210.6639993      186.3645613     6486.4138659        6.8474415        2.4653713        2.2676480
    322639.4205008    -2203.8151244      188.8298459     6488.6775321        6.8501591        2.4651403        2.2596379
    322639.4371675    -2196.9635383      191.2948972     6490.9331861        6.8528682        2.4649063        2.2516251
    322639.4538341    -2190.1092473      193.7597129     6493.1808257        6.8555689        2.4646693        2.2436095
    322639.4705008    -2183.2522598      196.2242901     6495.4204484        6.8582611        2.4644292        2.2355912
    322639.4871675    -2176.3925821      198.6886264     6497.6520520        6.8609449        2.4641861        2.2275702
    322639.5038341    -2169.5302271      201.1527173     6499.8756324        6.8636202        2.4639399        2.2195464
    322639.5205008    -2162.6652009      203.6165605     6502.0911877        6.8662870        2.4636907        2.2115200
    322639.5371675    -2155.7975122      206.0801530     6504.2987152        6.8689454        2.4634385        2.2034910
    322639.5538341    -2148.9271671      208.5434925     6506.4982128        6.8715952        2.4631833        2.1954592
    322639.5705008    -2142.0541785      211.0065746     6508.6896766        6.8742367        2.4629250        2.1874248
    322639.5871675    -2135.1785527      213.4693967     6510.8731046        6.8768696        2.4626637        2.1793877
    322639.6038341    -2128.3002982      215.9319561     6513.0484941        6.8794940        2.4623994        2.1713480
    322639.6205008    -2121.4194213      218.3942504     6515.2158432        6.8821100        2.4621320        2.1633057
    322639.6371675    -2114.5359348      220.8562750     6517.3751479        6.8847175        2.4618616        2.1552607
    322639.6538341    -2107.6498451      223.3180277     6519.5264062        6.8873164        2.4615882        2.1472132
    322639.6705008    -2100.7611606      225.7795054     6521.6696156        6.8899069        2.4613117        2.1391630
    322639.6871675    -2093.8698878      228.2407060     6523.8047741        6.8924889        2.4610322        2.1311103
    322639.7038341    -2086.9760393      230.7016247     6525.9318778        6.8950624        2.4607497        2.1230549
    322639.7205008    -2080.0796215      233.1622594     6528.0509248        6.8976274        2.4604642        2.1149970
    322639.7371675    -2073.1806430      235.6226071     6530.1619126        6.9001839        2.4601756        2.1069365
    322639.7538341    -2066.2791101      238.0826654     6532.2648391        6.9027318        2.4598840        2.0988735
    322639.7705008    -2059.3750357      240.5424299     6534.3597007        6.9052713        2.4595894        2.0908080
    322639.7871675    -2052.4684260      243.0018982     6536.4464953        6.9078022        2.4592918        2.0827399
    322639.8038341    -2045.5592896      245.4610673     6538.5252205        6.9103246        2.4589911        2.0746693
    322639.8205008    -2038.6476329      247.9199350     6540.5958744        6.9128385        2.4586874        2.0665961
    322639.8371675    -2031.7334687      250.3784968     6542.6584531        6.9153439        2.4583807        2.0585205
    322639.8538341    -2024.8168034      252.8367502     6544.7129549        6.9178407        2.4580710        2.0504424
    322639.8705008    -2017.8976433      255.2946932     6546.7593780        6.9203290        2.4577582        2.0423618
    322639.8871675    -2010.9760013      257.7523212     6548.7977184        6.9228088        2.4574424        2.0342787
    322639.9038341    -2004.0518838      260.2096318     6550.8279745        6.9252800        2.4571236        2.0261932
    322639.9205008    -1997.1252993      262.6666220     6552.8501437        6.9277427        2.4568018        2.0181052
    322639.9371675    -1990.1962542      265.1232897     6554.8642243        6.9301969        2.4564769        2.0100148
    322639.9538341    -1983.2647614      267.5796302     6556.8702125        6.9326425        2.4561490        2.0019219
    322639.9705008    -1976.3308272      270.0356413     6558.8681065        6.9350795        2.4558181        1.9938266
    322639.9871675    -1969.3944603      272.4913200     6560.8579040        6.9375080        2.4554842        1.9857290
    322640.0038341    -1962.4556669      274.9466641     6562.8396032        6.9399280        2.4551472        1.9776289
    322640.0205008    -1955.5144599      277.4016688     6564.8132003        6.9423394        2.4548073        1.9695264
    322640.0371675    -1948.5708459      279.8563321     6566.7786937        6.9447422        2.4544643        1.9614215
    322640.0538341    -1941.6248333      282.3106509     6568.7360809        6.9471365        2.4541183        1.9533143
    322640.0705008    -1934.6764285      284.7646229     6570.6853603        6.9495222        2.4537693        1.9452047
    322640.0871675    -1927.7256444      287.2182437     6572.6265282        6.9518993        2.4534172        1.9370927
    322640.1038341    -1920.7724875      289.6715108     6574.5595828        6.9542678        2.4530622        1.9289784
    322640.1205008    -1913.8169662      292.1244214     6576.4845219        6.9566278        2.4527041        1.9208618
    322640.1371675    -1906.8590871      294.5769731     6578.4013438        6.9589792        2.4523430        1.9127429
    322640.1538341    -1899.8988630      297.0291615     6580.3100448        6.9613221        2.4519789        1.9046216
    322640.1705008    -1892.9363004      299.4809842     6582.2106234        6.9636563        2.4516118        1.8964980
    322640.1871675    -1885.9714078      301.9324383     6584.1030772        6.9659820        2.4512416        1.8883722
    322640.2038341    -1879.0041916      304.3835215     6585.9874045        6.9682991        2.4508685        1.8802440
    322640.2205008    -1872.0346648      306.8342292     6587.8636018        6.9706075        2.4504923        1.8721136
    322640.2371675    -1865.0628337      309.2845593     6589.7316675        6.9729074        2.4501131        1.8639810
    322640.2538341    -1858.0887071      311.7345086     6591.5915993        6.9751987        2.4497309        1.8558460
    322640.2705008    -1851.1122913      314.1840750     6593.4433956        6.9774814        2.4493457        1.8477089
    322640.2871675    -1844.1335992      316.6332540     6595.2870529        6.9797555        2.4489575        1.8395695
    322640.3038341    -1837.1526374      319.0820431     6597.1225696        6.9820210        2.4485662        1.8314278
    322640.3205008    -1830.1694143      321.5304395     6598.9499435        6.9842779        2.4481720        1.8232840
    322640.3371675    -1823.1839364      323.9784410     6600.7691730        6.9865261        2.4477747        1.8151380
    322640.3538341    -1816.1962168      326.4260428     6602.5802547        6.9887658        2.4473745        1.8069897
    322640.3705008    -1809.2062618      328.8732429     6604.3831869        6.9909968        2.4469712        1.7988393
    322640.3871675    -1802.2140800      331.3200382     6606.1779676        6.9932193        2.4465649        1.7906868
    322640.4038341    -1795.2196779      333.7664265     6607.9645951        6.9954331        2.4461556        1.7825320
    322640.4205008    -1788.2230684      336.2124032     6609.7430662        6.9976383        2.4457433        1.7743751
    322640.4371675    -1781.2242581      338.6579660     6611.5133792        6.9998348        2.4453280        1.7662161
    322640.4538341    -1774.2232556      341.1031120     6613.2755319        7.0020227        2.4449097        1.7580549
    322640.4705008    -1767.2200672      343.5478390     6615.0295230        7.0042020        2.4444884        1.7498916
    322640.4871675    -1760.2147059      345.9921423     6616.7753490        7.0063727        2.4440640        1.7417262
    322640.5038341    -1753.2071784      348.4360198     6618.5130085        7.0085347        2.4436367        1.7335587
    322640.5205008    -1746.1974908      350.8794693     6620.2424999        7.0106881        2.4432063        1.7253891
    322640.5371675    -1739.1856564      353.3224861     6621.9638201        7.0128329        2.4427730        1.7172174
    322640.5538341    -1732.1716816      355.7650680     6623.6769674        7.0149690        2.4423367        1.7090437
    322640.5705008    -1725.1555749      358.2072121     6625.3819399        7.0170964        2.4418973        1.7008679
    322640.5871675    -1718.1373429      360.6489160     6627.0787359        7.0192153        2.4414549        1.6926900
    322640.6038341    -1711.1169986      363.0901753     6628.7673525        7.0213254        2.4410096        1.6845101
    322640.6205008    -1704.0945484      365.5309878     6630.4477881        7.0234269        2.4405612        1.6763281
    322640.6371675    -1697.0700010      367.9713504     6632.1200406        7.0255198        2.4401099        1.6681442
    322640.6538341    -1690.0433629      370.4112609     6633.7841086        7.0276040        2.4396555        1.6599582
    322640.6705008    -1683.0146471      372.8507147     6635.4399890        7.0296795        2.4391981        1.6517702
