     TSINCE (MIN)           X (KM)           Y (KM)           Z (KM)      XDOT (KM/S)       YDOT(KM/S)    ZDOT (KM/SEC)


 b'1 52191U 22033AL  22256.49821493 +.00010438  00000 0  45470-3 0 0999'
 b'2 52191  97.3911 336.4109 0011709  47.9955 312.2276 15.2232817402506'

 26554.49821493

 26554.49821493
    322739.8038341      389.0122906     1044.3737881     6766.7720245        7.2579069        2.1946488       -0.7462370
    322739.8205008      396.2700326     1046.5678166     6766.0216072        7.2574243        2.1933637       -0.7545773
    322739.8371675      403.5272877     1048.7605587     6765.2628501        7.2569328        2.1920760       -0.7629166
    322739.8538341      410.7840467     1050.9520117     6764.4957541        7.2564323        2.1907856       -0.7712550
    322739.8705008      418.0403030     1053.1421736     6763.7203199        7.2559230        2.1894925       -0.7795923
    322739.8871675      425.2960433     1055.3310403     6762.9365489        7.2554047        2.1881967       -0.7879287
    322739.9038341      432.5512608     1057.5186099     6762.1444419        7.2548775        2.1868982       -0.7962641
    322739.9205008      439.8059467     1059.7048796     6761.3440000        7.2543414        2.1855970       -0.8045985
    322739.9371675      447.0600943     1061.8898476     6760.5352238        7.2537963        2.1842932       -0.8129319
    322739.9538341      454.3136900     1064.0735096     6759.7181149        7.2532424        2.1829867       -0.8212642
    322739.9705008      461.5667274     1066.2558637     6758.8926741        7.2526795        2.1816775       -0.8295956
    322739.9871675      468.8191975     1068.4369073     6758.0589023        7.2521078        2.1803656       -0.8379258
    322740.0038341      476.0710936     1070.6166383     6757.2168005        7.2515271        2.1790510       -0.8462551
    322740.0205008      483.3224023     1072.7950527     6756.3663701        7.2509375        2.1777338       -0.8545832
    322740.0371675      490.5731169     1074.9721485     6755.5076121        7.2503390        2.1764139       -0.8629103
    322740.0538341      497.8232308     1077.1479237     6754.6405271        7.2497316        2.1750913       -0.8712363
    322740.0705008      505.0727306     1079.3223743     6753.7651168        7.2491152        2.1737660       -0.8795612
    322740.0871675      512.3216095     1081.4954983     6752.8813821        7.2484900        2.1724381       -0.8878850
    322740.1038341      519.5698588     1083.6672930     6751.9893240        7.2478559        2.1711075       -0.8962077
    322740.1205008      526.8174718     1085.8377564     6751.0889434        7.2472128        2.1697743       -0.9045293
    322740.1371675      534.0644350     1088.0068846     6750.1802420        7.2465609        2.1684384       -0.9128497
    322740.1538341      541.3107418     1090.1746755     6749.2632207        7.2459000        2.1670998       -0.9211690
    322740.1705008      548.5563832     1092.3411265     6748.3378806        7.2452302        2.1657586       -0.9294871
    322740.1871675      555.8013527     1094.5062356     6747.4042225        7.2445516        2.1644147       -0.9378041
    322740.2038341      563.0456368     1096.6699987     6746.4622483        7.2438640        2.1630681       -0.9461199
    322740.2205008      570.2892289     1098.8324139     6745.5119587        7.2431675        2.1617189       -0.9544344
    322740.2371675      577.5321201     1100.9934786     6744.5533551        7.2424622        2.1603670       -0.9627479
    322740.2538341      584.7743036     1103.1531908     6743.5864383        7.2417479        2.1590125       -0.9710600
    322740.2705008      592.0157662     1105.3115464     6742.6112101        7.2410247        2.1576554       -0.9793710
    322740.2871675      599.2565012     1107.4685435     6741.6276714        7.2402927        2.1562956       -0.9876808
    322740.3038341      606.4964997     1109.6241794     6740.6358235        7.2395517        2.1549331       -0.9959893
    322740.3205008      613.7357550     1111.7784523     6739.6356673        7.2388018        2.1535680       -1.0042966
    322740.3371675      620.9742537     1113.9313580     6738.6272047        7.2380431        2.1522002       -1.0126026
    322740.3538341      628.2119892     1116.0828946     6737.6104366        7.2372754        2.1508298       -1.0209073
    322740.3705008      635.4489525     1118.2330594     6736.5853643        7.2364989        2.1494568       -1.0292108
    322740.3871675      642.6851372     1120.3818506     6735.5519888        7.2357135        2.1480811       -1.0375130
    322740.4038341      649.9205297     1122.5292641     6734.5103119        7.2349191        2.1467028       -1.0458138
    322740.4205008      657.1551234     1124.6752979     6733.4603347        7.2341159        2.1453219       -1.0541134
    322740.4371675      664.3889095     1126.8199495     6732.4020586        7.2333038        2.1439383       -1.0624117
    322740.4538341      671.6218813     1128.9632168     6731.3354844        7.2324828        2.1425521       -1.0707086
    322740.4705008      678.8540253     1131.1050959     6730.2606141        7.2316529        2.1411633       -1.0790042
    322740.4871675      686.0853350     1133.2455848     6729.1774489        7.2308142        2.1397718       -1.0872984
    322740.5038341      693.3158015     1135.3846809     6728.0859900        7.2299665        2.1383777       -1.0955913
    322740.5205008      700.5454182     1137.5223823     6726.9862384        7.2291100        2.1369810       -1.1038828
    322740.5371675      707.7741716     1139.6586849     6725.8781963        7.2282446        2.1355817       -1.1121730
    322740.5538341      715.0020551     1141.7935869     6724.7618647        7.2273703        2.1341797       -1.1204617
    322740.5705008      722.2290599     1143.9270856     6723.6372449        7.2264871        2.1327751       -1.1287491
    322740.5871675      729.4551793     1146.0591790     6722.5043380        7.2255950        2.1313679       -1.1370350
    322740.6038341      736.6804000     1148.1898632     6721.3631461        7.2246941        2.1299581       -1.1453195
    322740.6205008      743.9047152     1150.3191363     6720.2136703        7.2237843        2.1285457       -1.1536026
    322740.6371675      751.1281162     1152.4469956     6719.0559121        7.2228656        2.1271306       -1.1618843
    322740.6538341      758.3505963     1154.5734393     6717.8898724        7.2219380        2.1257130       -1.1701645
    322740.6705008      765.5721422     1156.6984632     6716.7155536        7.2210016        2.1242927       -1.1784432
    322740.6871675      772.7927471     1158.8220656     6715.5329566        7.2200563        2.1228698       -1.1867205
    322740.7038341      780.0124046     1160.9442444     6714.3420827        7.2191021        2.1214443       -1.1949963
    322740.7205008      787.2311011     1163.0649958     6713.1429339        7.2181390        2.1200163       -1.2032706
    322740.7371675      794.4488302     1165.1843178     6711.9355116        7.2171671        2.1185856       -1.2115434
    322740.7538341      801.6655829     1167.3022077     6710.7198170        7.2161863        2.1171523       -1.2198147
    322740.7705008      808.8813526     1169.4186637     6709.4958515        7.2151967        2.1157164       -1.2280845
    322740.7871675      816.0961260     1171.5336818     6708.2636173        7.2141981        2.1142779       -1.2363527
    322740.8038341      823.3098963     1173.6472602     6707.0231154        7.2131907        2.1128368       -1.2446194
    322740.8205008      830.5226549     1175.7593961     6705.7743476        7.2121745        2.1113932       -1.2528846
    322740.8371675      837.7343950     1177.8700877     6704.5173148        7.2111494        2.1099469       -1.2611482
    322740.8538341      844.9451033     1179.9793310     6703.2520196        7.2101154        2.1084980       -1.2694102
    322740.8705008      852.1547732     1182.0871242     6701.9784630        7.2090726        2.1070466       -1.2776706
    322740.8871675      859.3633958     1184.1934647     6700.6966467        7.2080209        2.1055926       -1.2859295
    322740.9038341      866.5709646     1186.2983504     6699.4065719        7.2069604        2.1041359       -1.2941867
    322740.9205008      873.7774661     1188.4017775     6698.1082409        7.2058910        2.1026767       -1.3024424
    322740.9371675      880.9828937     1190.5037442     6696.8016550        7.2048127        2.1012150       -1.3106964
    322740.9538341      888.1872387     1192.6042477     6695.4868158        7.2037256        2.0997506       -1.3189488
    322740.9705008      895.3904944     1194.7032862     6694.1637245        7.2026296        2.0982837       -1.3271995
    322740.9871675      902.5926474     1196.8008559     6692.8323836        7.2015248        2.0968142       -1.3354486
    322741.0038341      909.7936912     1198.8969547     6691.4927943        7.2004112        2.0953421       -1.3436960
    322741.0205008      916.9936169     1200.9915801     6690.1449583        7.1992887        2.0938674       -1.3519418
    322741.0371675      924.1924179     1203.0847302     6688.7888769        7.1981573        2.0923902       -1.3601859
    322741.0538341      931.3900809     1205.1764011     6687.4245526        7.1970171        2.0909104       -1.3684283
    322741.0705008      938.5865992     1207.2665909     6686.0519867        7.1958681        2.0894280       -1.3766690
    322741.0871675      945.7819641     1209.3552970     6684.6711808        7.1947102        2.0879431       -1.3849079
    322741.1038341      952.9761689     1211.4425175     6683.2821363        7.1935435        2.0864556       -1.3931452
    322741.1205008      960.1692003     1213.5282486     6681.8848557        7.1923680        2.0849655       -1.4013807
    322741.1371675      967.3610517     1215.6124883     6680.4793404        7.1911836        2.0834729       -1.4096145
    322741.1538341      974.5517143     1217.6952342     6679.0655921        7.1899903        2.0819778       -1.4178465
    322741.1705008      981.7411816     1219.7764842     6677.6436120        7.1887883        2.0804800       -1.4260768
    322741.1871675      988.9294400     1221.8562345     6676.2134030        7.1875774        2.0789797       -1.4343053
    322741.2038341      996.1164832     1223.9344832     6674.7749662        7.1863577        2.0774769       -1.4425320
    322741.2205008     1003.3023021     1226.0112278     6673.3283036        7.1851291        2.0759715       -1.4507569
    322741.2371675     1010.4868904     1228.0864664     6671.8734163        7.1838917        2.0744636       -1.4589800
    322741.2538341     1017.6702346     1230.1601950     6670.4103072        7.1826455        2.0729531       -1.4672013
    322741.2705008     1024.8523282     1232.2324120     6668.9389776        7.1813905        2.0714401       -1.4754208
    322741.2871675     1032.0331623     1234.3031145     6667.4594294        7.1801267        2.0699245       -1.4836385
    322741.3038341     1039.2127303     1236.3723009     6665.9716638        7.1788540        2.0684064       -1.4918543
    322741.3205008     1046.3910191     1238.4399672     6664.4756837        7.1775725        2.0668858       -1.5000683
    322741.3371675     1053.5680219     1240.5061116     6662.9714905        7.1762822        2.0653626       -1.5082804
    322741.3538341     1060.7437300     1242.5707315     6661.4590861        7.1749830        2.0638368       -1.5164906
    322741.3705008     1067.9181367     1244.6338250     6659.9384717        7.1736751        2.0623086       -1.5246989
    322741.3871675     1075.0912289     1246.6953884     6658.4096504        7.1723583        2.0607778       -1.5329054
    322741.4038341     1082.2629998     1248.7554196     6656.8726235        7.1710328        2.0592445       -1.5411099
    322741.4205008     1089.4334430     1250.8139170     6655.3273924        7.1696984        2.0577086       -1.5493126
    322741.4371675     1096.6025452     1252.8708765     6653.7739600        7.1683552        2.0561703       -1.5575133
    322741.4538341     1103.7702998     1254.9262963     6652.2123277        7.1670032        2.0546294       -1.5657120
    322741.4705008     1110.9366979     1256.9801740     6650.6424976        7.1656424        2.0530859       -1.5739089
    322741.4871675     1118.1017331     1259.0325076     6649.0644710        7.1642728        2.0515400       -1.5821038
    322741.5038341     1125.2653919     1261.0832934     6647.4782509        7.1628944        2.0499915       -1.5902967
    322741.5205008     1132.4276680     1263.1325294     6645.8838387        7.1615072        2.0484406       -1.5984876
    322741.5371675     1139.5885525     1265.1802132     6644.2812365        7.1601112        2.0468871       -1.6066766
    322741.5538341     1146.7480387     1267.2263428     6642.6704458        7.1587064        2.0453311       -1.6148636
    322741.5705008     1153.9061135     1269.2709145     6641.0514694        7.1572928        2.0437726       -1.6230486
    322741.5871675     1161.0627703     1271.3139264     6639.4243090        7.1558704        2.0422115       -1.6312315
    322741.6038341     1168.2180003     1273.3553760     6637.7889665        7.1544392        2.0406480       -1.6394125
    322741.6205008     1175.3717969     1275.3952615     6636.1454435        7.1529992        2.0390820       -1.6475914
    322741.6371675     1182.5241469     1277.4335789     6634.4937431        7.1515505        2.0375134       -1.6557682
    322741.6538341     1189.6750437     1279.4703266     6632.8338667        7.1500929        2.0359424       -1.6639431
    322741.6705008     1196.8244785     1281.5055020     6631.1658164        7.1486266        2.0343688       -1.6721158
    322741.6871675     1203.9724449     1283.5391032     6629.4895937        7.1471515        2.0327928       -1.6802865
    322741.7038341     1211.1189295     1285.5711264     6627.8052019        7.1456676        2.0312143       -1.6884551
    322741.7205008     1218.2639258     1287.6015698     6626.1126424        7.1441749        2.0296332       -1.6966216
    322741.7371675     1225.4074250     1289.6304309     6624.4119174        7.1426735        2.0280497       -1.7047860
    322741.7538341     1232.5494206     1291.6577079     6622.7030284        7.1411632        2.0264637       -1.7129483
    322741.7705008     1239.6898993     1293.6833970     6620.9859785        7.1396442        2.0248752       -1.7211085
    322741.7871675     1246.8288546     1295.7074962     6619.2607695        7.1381165        2.0232842       -1.7292665
    322741.8038341     1253.9662777     1297.7300033     6617.5274035        7.1365799        2.0216908       -1.7374224
    322741.8205008     1261.1021622     1299.7509162     6615.7858819        7.1350346        2.0200948       -1.7455761
    322741.8371675     1268.2364947     1301.7702313     6614.0362082        7.1334805        2.0184964       -1.7537277
    322741.8538341     1275.3692686     1303.7879467     6612.2783839        7.1319177        2.0168955       -1.7618771
    322741.8705008     1282.5004754     1305.8040599     6610.5124111        7.1303461        2.0152921       -1.7700243
    322741.8871675     1289.6301084     1307.8185691     6608.7382916        7.1287657        2.0136862       -1.7781694
    322741.9038341     1296.7581544     1309.8314705     6606.9560285        7.1271766        2.0120779       -1.7863122
    322741.9205008     1303.8846069     1311.8427624     6605.1656237        7.1255787        2.0104671       -1.7944528
    322741.9371675     1311.0094571     1313.8524422     6603.3670793        7.1239721        2.0088538       -1.8025912
    322741.9538341     1318.1326985     1315.8605081     6601.5603969        7.1223567        2.0072381       -1.8107274
    322741.9705008     1325.2543179     1317.8669563     6599.7455799        7.1207326        2.0056199       -1.8188613
    322741.9871675     1332.3743087     1319.8717851     6597.9226300        7.1190997        2.0039992       -1.8269930
    322742.0038341     1339.4926623     1321.8749920     6596.0915495        7.1174581        2.0023761       -1.8351224
    322742.0205008     1346.6093722     1323.8765752     6594.2523400        7.1158077        2.0007505       -1.8432496
    322742.0371675     1353.7244249     1325.8765308     6592.4050050        7.1141486        1.9991224       -1.8513744
    322742.0538341     1360.8378143     1327.8748572     6590.5495462        7.1124808        1.9974920       -1.8594970
    322742.0705008     1367.9495335     1329.8715524     6588.6859653        7.1108042        1.9958590       -1.8676173
    322742.0871675     1375.0595696     1331.8666129     6586.8142658        7.1091188        1.9942236       -1.8757352
    322742.1038341     1382.1679160     1333.8600366     6584.9344493        7.1074248        1.9925858       -1.8838509
    322742.1205008     1389.2745639     1335.8518213     6583.0465183        7.1057220        1.9909455       -1.8919642
    322742.1371675     1396.3795069     1337.8419651     6581.1504745        7.1040105        1.9893027       -1.9000751
    322742.1538341     1403.4827317     1339.8304642     6579.2463214        7.1022902        1.9876575       -1.9081837
    322742.1705008     1410.5842319     1341.8173169     6577.3340607        7.1005612        1.9860099       -1.9162900
    322742.1871675     1417.6839987     1343.8025208     6575.4136949        7.0988235        1.9843599       -1.9243939
    322742.2038341     1424.7820257     1345.7860740     6573.4852256        7.0970771        1.9827074       -1.9324954
    322742.2205008     1431.8782996     1347.7679728     6571.5486566        7.0953220        1.9810524       -1.9405945
    322742.2371675     1438.9728140     1349.7482154     6569.6039896        7.0935581        1.9793951       -1.9486912
    322742.2538341     1446.0655602     1351.7267994     6567.6512269        7.0917856        1.9777353       -1.9567855
    322742.2705008     1453.1565317     1353.7037230     6565.6903704        7.0900043        1.9760730       -1.9648774
    322742.2871675     1460.2457153     1355.6789825     6563.7214238        7.0882143        1.9744084       -1.9729669
    322742.3038341     1467.3331045     1357.6525762     6561.7443889        7.0864156        1.9727413       -1.9810539
    322742.3205008     1474.4186906     1359.6245015     6559.7592680        7.0846082        1.9710718       -1.9891385
    322742.3371675     1481.5024671     1361.5947567     6557.7660631        7.0827921        1.9693999       -1.9972206
    322742.3538341     1488.5844210     1363.5633381     6555.7647779        7.0809672        1.9677256       -2.0053002
    322742.3705008     1495.6645456     1365.5302440     6553.7554141        7.0791337        1.9660488       -2.0133774
    322742.3871675     1502.7428324     1367.4954719     6551.7379744        7.0772915        1.9643696       -2.0214520
    322742.4038341     1509.8192748     1369.4590200     6549.7124605        7.0754406        1.9626881       -2.0295242
    322742.4205008     1516.8938597     1371.4208846     6547.6788762        7.0735810        1.9610041       -2.0375939
    322742.4371675     1523.9665807     1373.3810641     6545.6372234        7.0717127        1.9593177       -2.0456610
    322742.4538341     1531.0374289     1375.3395559     6543.5875046        7.0698358        1.9576289       -2.0537256
    322742.4705008     1538.1063981     1377.2963583     6541.5297218        7.0679501        1.9559377       -2.0617877
    322742.4871675     1545.1734750     1379.2514677     6539.4638787        7.0660558        1.9542440       -2.0698472
    322742.5038341     1552.2386532     1381.2048822     6537.3899772        7.0641527        1.9525480       -2.0779042
    322742.5205008     1559.3019240     1383.1565995     6535.3080200        7.0622410        1.9508496       -2.0859586
    322742.5371675     1566.3632810     1385.1066177     6533.2180089        7.0603206        1.9491488       -2.0940104
    322742.5538341     1573.4227110     1387.0549334     6531.1199478        7.0583916        1.9474456       -2.1020597
    322742.5705008     1580.4802075     1389.0015446     6529.0138387        7.0564539        1.9457400       -2.1101063
    322742.5871675     1587.5357620     1390.9464490     6526.8996841        7.0545075        1.9440321       -2.1181504
    322742.6038341     1594.5893680     1392.8896448     6524.7774860        7.0525524        1.9423217       -2.1261918
    322742.6205008     1601.6410123     1394.8311284     6522.6472484        7.0505887        1.9406089       -2.1342306
    322742.6371675     1608.6906885     1396.7708981     6520.5089733        7.0486163        1.9388938       -2.1422667
    322742.6538341     1615.7383880     1398.7089514     6518.3626632        7.0466352        1.9371763       -2.1503002
    322742.6705008     1622.7841043     1400.6452866     6516.2083202        7.0446455        1.9354564       -2.1583311
    322742.6871675     1629.8278243     1402.5799000     6514.0459482        7.0426472        1.9337341       -2.1663593
    322742.7038341     1636.8695416     1404.5127900     6511.8755492        7.0406402        1.9320095       -2.1743848
    322742.7205008     1643.9092497     1406.4439547     6509.6971254        7.0386245        1.9302825       -2.1824076
    322742.7371675     1650.9469356     1408.3733906     6507.5106806        7.0366002        1.9285531       -2.1904277
    322742.7538341     1657.9825929     1410.3010959     6505.3162169        7.0345672        1.9268213       -2.1984452
    322742.7705008     1665.0162128     1412.2270682     6503.1137371        7.0325256        1.9250872       -2.2064599
    322742.7871675     1672.0477891     1414.1513058     6500.9032432        7.0304754        1.9233507       -2.2144719
    322742.8038341     1679.0773085     1416.0738051     6498.6847392        7.0284165        1.9216119       -2.2224811
    322742.8205008     1686.1047647     1417.9945644     6496.4582273        7.0263490        1.9198707       -2.2304876
    322742.8371675     1693.1301490     1419.9135812     6494.2237101        7.0242729        1.9181271       -2.2384914
    322742.8538341     1700.1534551     1421.8308539     6491.9811898        7.0221881        1.9163812       -2.2464923
    322742.8705008     1707.1746698     1423.7463788     6489.7306704        7.0200947        1.9146329       -2.2544906
    322742.8871675     1714.1937868     1425.6601542     6487.4721542        7.0179927        1.9128823       -2.2624860
    322742.9038341     1721.2107974     1427.5721779     6485.2056438        7.0158820        1.9111293       -2.2704786
    322742.9205008     1728.2256953     1429.4824479     6482.9311413        7.0137628        1.9093740       -2.2784685
    322742.9371675     1735.2384674     1431.3909608     6480.6486511        7.0116349        1.9076163       -2.2864555
    322742.9538341     1742.2491072     1433.2977149     6478.3581751        7.0094984        1.9058563       -2.2944397
    322742.9705008     1749.2576061     1435.2027077     6476.0597163        7.0073533        1.9040939       -2.3024211
    322742.9871675     1756.2639579     1437.1059376     6473.7532767        7.0051996        1.9023292       -2.3103996
    322743.0038341     1763.2681494     1439.0074010     6471.4388606        7.0030372        1.9005622       -2.3183753
    322743.0205008     1770.2701742     1440.9070962     6469.1164702        7.0008663        1.8987928       -2.3263481
    322743.0371675     1777.2700238     1442.8050208     6466.7861083        6.9986868        1.8970211       -2.3343180
    322743.0538341     1784.2676917     1444.7011731     6464.4477771        6.9964987        1.8952471       -2.3422851
    322743.0705008     1791.2631649     1446.5955496     6462.1014809        6.9943019        1.8934708       -2.3502492
    322743.0871675     1798.2564372     1448.4881486     6459.7472219        6.9920966        1.8916921       -2.3582105
    322743.1038341     1805.2474997     1450.3789677     6457.3850029        6.9898827        1.8899111       -2.3661689
    322743.1205008     1812.2363463     1452.2680052     6455.0148263        6.9876602        1.8881278       -2.3741243
    322743.1371675     1819.2229638     1454.1552576     6452.6366963        6.9854291        1.8863421       -2.3820768
    322743.1538341     1826.2073459     1456.0407232     6450.2506151        6.9831895        1.8845541       -2.3900264
    322743.1705008     1833.1894840     1457.9243996     6447.8565858        6.9809412        1.8827639       -2.3979730
    322743.1871675     1840.1693717     1459.8062852     6445.4546105        6.9786844        1.8809713       -2.4059167
    322743.2038341     1847.1469962     1461.6863764     6443.0446937        6.9764190        1.8791764       -2.4138574
    322743.2205008     1854.1223509     1463.5646715     6440.6268375        6.9741450        1.8773792       -2.4217951
    322743.2371675     1861.0954273     1465.4411682     6438.2010451        6.9718625        1.8755797       -2.4297298
    322743.2538341     1868.0662191     1467.3158649     6435.7673185        6.9695714        1.8737779       -2.4376615
    322743.2705008     1875.0347132     1469.1887579     6433.3256624        6.9672718        1.8719737       -2.4455903
    322743.2871675     1882.0009034     1471.0598457     6430.8760790        6.9649635        1.8701673       -2.4535160
    322743.3038341     1888.9647811     1472.9291258     6428.4185713        6.9626468        1.8683586       -2.4614386
    322743.3205008     1895.9263398     1474.7965967     6425.9531416        6.9603214        1.8665476       -2.4693583
    322743.3371675     1902.8855668     1476.6622548     6423.4797944        6.9579875        1.8647343       -2.4772749
    322743.3538341     1909.8424555     1478.5260984     6420.9985320        6.9556451        1.8629187       -2.4851884
    322743.3705008     1916.7969997     1480.3881258     6418.5093568        6.9532941        1.8611008       -2.4930989
    322743.3871675     1923.7491864     1482.2483336     6416.0122733        6.9509346        1.8592807       -2.5010063
    322743.4038341     1930.6990093     1484.1067201     6413.5072839        6.9485665        1.8574582       -2.5089106
    322743.4205008     1937.6464598     1485.9632830     6410.9943916        6.9461899        1.8556335       -2.5168118
    322743.4371675     1944.5915315     1487.8180205     6408.4735987        6.9438048        1.8538065       -2.5247100
    322743.4538341     1951.5342117     1489.6709293     6405.9449100        6.9414111        1.8519772       -2.5326050
    322743.4705008     1958.4744939     1491.5220076     6403.4083277        6.9390089        1.8501456       -2.5404968
    322743.4871675     1965.4123696     1493.3712531     6400.8638550        6.9365982        1.8483118       -2.5483856
    322743.5038341     1972.3478325     1495.2186643     6398.3114942        6.9341790        1.8464757       -2.5562712
    322743.5205008     1979.2808697     1497.0642376     6395.7512502        6.9317512        1.8446373       -2.5641537
    322743.5371675     1986.2114748     1498.9079714     6393.1831251        6.9293149        1.8427966       -2.5720329
    322743.5538341     1993.1396393     1500.7498634     6390.6071223        6.9268701        1.8409537       -2.5799091
    322743.5705008     2000.0653569     1502.5899119     6388.0232440        6.9244168        1.8391086       -2.5877820
    322743.5871675     2006.9886148     1504.4281134     6385.4314951        6.9219550        1.8372611       -2.5956518
    322743.6038341     2013.9094066     1506.2644664     6382.8318779        6.9194847        1.8354115       -2.6035183
    322743.6205008     2020.8277237     1508.0989686     6380.2243957        6.9170059        1.8335595       -2.6113816
    322743.6371675     2027.7435599     1509.9316182     6377.6090509        6.9145186        1.8317053       -2.6192418
    322743.6538341     2034.6569024     1511.7624120     6374.9858482        6.9120228        1.8298489       -2.6270986
    322743.6705008     2041.5677447     1513.5913481     6372.3547902        6.9095185        1.8279902       -2.6349523
    322743.6871675     2048.4760785     1515.4184244     6369.7158801        6.9070057        1.8261293       -2.6428027
    322743.7038341     2055.3818974     1517.2436392     6367.0691203        6.9044844        1.8242661       -2.6506498
    322743.7205008     2062.2851885     1519.0669890     6364.4145157        6.9019546        1.8224007       -2.6584937
    322743.7371675     2069.1859456     1520.8884723     6361.7520688        6.8994164        1.8205330       -2.6663343
    322743.7538341     2076.0841601     1522.7080868     6359.0817828        6.8968697        1.8186631       -2.6741716
    322743.7705008     2082.9798259     1524.5258309     6356.4036603        6.8943145        1.8167910       -2.6820057
    322743.7871675     2089.8729300     1526.3417010     6353.7177061        6.8917508        1.8149166       -2.6898364
    322743.8038341     2096.7634661     1528.1556957     6351.0239227        6.8891787        1.8130400       -2.6976638
    322743.8205008     2103.6514259     1529.9678127     6348.3223136        6.8865981        1.8111612       -2.7054878
    322743.8371675     2110.5368030     1531.7780502     6345.6128810        6.8840090        1.8092801       -2.7133086
    322743.8538341     2117.4195845     1533.5864050     6342.8956302        6.8814115        1.8073969       -2.7211260
    322743.8705008     2124.2997643     1535.3928754     6340.1705636        6.8788055        1.8055114       -2.7289400
    322743.8871675     2131.1773338     1537.1974592     6337.4376845        6.8761911        1.8036237       -2.7367507
    322743.9038341     2138.0522868     1539.0001546     6334.6969955        6.8735682        1.8017338       -2.7445580
    322743.9205008     2144.9246105     1540.8009585     6331.9485016        6.8709369        1.7998416       -2.7523619
    322743.9371675     2151.7942986     1542.5998691     6329.1922054        6.8682971        1.7979473       -2.7601624
    322743.9538341     2158.6613427     1544.3968842     6326.4281103        6.8656489        1.7960507       -2.7679595
    322743.9705008     2165.5257365     1546.1920022     6323.6562188        6.8629923        1.7941520       -2.7757532
    322743.9871675     2172.3874673     1547.9852197     6320.8765361        6.8603272        1.7922510       -2.7835435
    322744.0038341     2179.2465287     1549.7765351     6318.0890647        6.8576537        1.7903478       -2.7913304
    322744.0205008     2186.1029145     1551.5659468     6315.2938072        6.8549718        1.7884424       -2.7991138
    322744.0371675     2192.9566120     1553.3534514     6312.4907688        6.8522814        1.7865349       -2.8068938
    322744.0538341     2199.8076148     1555.1390474     6309.6799520        6.8495826        1.7846251       -2.8146703
    322744.0705008     2206.6559147     1556.9227324     6306.8613604        6.8468754        1.7827132       -2.8224434
    322744.0871675     2213.5015053     1558.7045049     6304.0349965        6.8441598        1.7807990       -2.8302129
    322744.1038341     2220.3443738     1560.4843616     6301.2008655        6.8414358        1.7788827       -2.8379790
    322744.1205008     2227.1845142     1562.2623008     6298.3589701        6.8387034        1.7769641       -2.8457416
    322744.1371675     2234.0219178     1564.0383204     6295.5093138        6.8359626        1.7750434       -2.8535007
    322744.1538341     2240.8565786     1565.8124188     6292.6518992        6.8332134        1.7731206       -2.8612562
    322744.1705008     2247.6884837     1567.5845925     6289.7867315        6.8304558        1.7711955       -2.8690083
    322744.1871675     2254.5176270     1569.3548401     6286.9138135        6.8276897        1.7692683       -2.8767568
    322744.2038341     2261.3440000     1571.1231593     6284.0331487        6.8249153        1.7673388       -2.8845017
    322744.2205008     2268.1675966     1572.8895486     6281.1447397        6.8221326        1.7654072       -2.8922432
    322744.2371675     2274.9884040     1574.6540046     6278.2485919        6.8193414        1.7634735       -2.8999810
    322744.2538341     2281.8064159     1576.4165257     6275.3447079        6.8165418        1.7615376       -2.9077153
    322744.2705008     2288.6216242     1578.1771098     6272.4330914        6.8137339        1.7595995       -2.9154460
    322744.2871675     2295.4340224     1579.9357552     6269.5137449        6.8109176        1.7576592       -2.9231731
    322744.3038341     2302.2435979     1581.6924588     6266.5866740        6.8080930        1.7557168       -2.9308965
    322744.3205008     2309.0503445     1583.4472188     6263.6518813        6.8052599        1.7537722       -2.9386164
    322744.3371675     2315.8542539     1585.2000331     6260.7093704        6.8024185        1.7518255       -2.9463327
    322744.3538341     2322.6553198     1586.9509002     6257.7591441        6.7995688        1.7498766       -2.9540453
    322744.3705008     2329.4535296     1588.6998167     6254.8012077        6.7967107        1.7479256       -2.9617543
    322744.3871675     2336.2488770     1590.4467811     6251.8355641        6.7938442        1.7459724       -2.9694597
    322744.4038341     2343.0413538     1592.1917912     6248.8622169        6.7909694        1.7440171       -2.9771614
    322744.4205008     2349.8309537     1593.9348454     6245.8811688        6.7880862        1.7420597       -2.9848594
    322744.4371675     2356.6176641     1595.6759405     6242.8924254        6.7851947        1.7401001       -2.9925538
    322744.4538341     2363.4014787     1597.4150750     6239.8959893        6.7822949        1.7381383       -3.0002444
    322744.4705008     2370.1823894     1599.1522466     6236.8918644        6.7793867        1.7361744       -3.0079314
    322744.4871675     2376.9603897     1600.8874537     6233.8800533        6.7764702        1.7342084       -3.0156146
    322744.5038341     2383.7354673     1602.6206932     6230.8605616        6.7735454        1.7322403       -3.0232942
    322744.5205008     2390.5076158     1604.3519635     6227.8333922        6.7706123        1.7302700       -3.0309700
    322744.5371675     2397.2768270     1606.0812624     6224.7985486        6.7676708        1.7282976       -3.0386421
    322744.5538341     2404.0430945     1607.8085883     6221.7560339        6.7647210        1.7263231       -3.0463105
    322744.5705008     2410.8064060     1609.5339381     6218.7058535        6.7617629        1.7243464       -3.0539751
    322744.5871675     2417.5667552     1611.2573101     6215.6480103        6.7587965        1.7223677       -3.0616359
    322744.6038341     2424.3241338     1612.9787023     6212.5825081        6.7558218        1.7203868       -3.0692930
